Time[s], Channel 0
-1.000000000000000, 1
0.000000000000000, 0
0.029673312500000, 1
0.080231937500000, 0
0.083553562500000, 1
0.085234875000000, 0
0.085650937500000, 1
0.086894125000000, 0
0.087310000000000, 1
0.087767750000000, 0
0.088207375000000, 1
0.088667125000000, 0
0.089104750000000, 1
0.089592437500000, 0
0.090002187500000, 1
0.090465812500000, 0
0.090910062500000, 1
0.091391062500000, 0
0.091807375000000, 1
0.092290375000000, 0
0.092704750000000, 1
0.093167687500000, 0
0.093602250000000, 1
0.094093000000000, 0
0.094510000000000, 1
0.094992250000000, 0
0.095407375000000, 1
0.095891562500000, 0
0.096304812500000, 1
0.096790875000000, 0
0.097202250000000, 1
0.098424250000000, 0
0.098861312500000, 1
0.099323812500000, 0
0.099758750000000, 1
0.100249187500000, 0
0.100666500000000, 1
0.101152500000000, 0
0.101563937500000, 1
0.102051812500000, 0
0.102461437500000, 1
0.102951125000000, 0
0.103369187500000, 1
0.103850375000000, 0
0.104266562500000, 1
0.104749687500000, 0
0.105164062500000, 1
0.105649000000000, 0
0.106061500000000, 1
0.106548312500000, 0
0.106959000000000, 1
0.107421625000000, 0
0.107856437500000, 1
0.108350937500000, 0
0.108764312500000, 1
0.109250187500000, 0
0.109661687500000, 1
0.110123562500000, 0
0.110559125000000, 1
0.111048812500000, 0
0.111466937500000, 1
0.111922125000000, 0
0.112364437500000, 1
0.112847437500000, 0
0.113261812500000, 1
0.113746687500000, 0
0.114159250000000, 1
0.115380125000000, 0
0.115818250000000, 1
0.116283687500000, 0
0.116726125000000, 1
0.117942937500000, 0
0.118385250000000, 1
0.119602562500000, 0
0.120044312500000, 1
0.121262250000000, 0
0.121703437500000, 1
0.122922000000000, 0
0.123362500000000, 1
0.124581750000000, 0
0.125021625000000, 1
0.126241562500000, 0
0.126680687500000, 1
0.127141250000000, 0
0.127578062500000, 1
0.128804687500000, 0
0.129247562500000, 1
0.130464375000000, 0
0.130906687500000, 1
0.132124125000000, 0
0.132565812500000, 1
0.133783875000000, 0
0.134224937500000, 1
0.135469625000000, 0
0.135884062500000, 1
0.137129437500000, 0
0.137543250000000, 1
0.138789187500000, 0
0.139202375000000, 1
0.140422937500000, 0
0.140861437500000, 1
0.142086687500000, 0
0.142531062500000, 1
0.142986375000000, 0
0.143428437500000, 1
0.143911937500000, 0
0.144325937500000, 1
0.144785312500000, 0
0.145223250000000, 1
0.145710625000000, 0
0.146120750000000, 1
0.146584000000000, 0
0.147018187500000, 1
0.147509250000000, 0
0.147925937500000, 1
0.148382625000000, 0
0.148823375000000, 1
0.149285875000000, 0
0.149720875000000, 1
0.150211187500000, 0
0.150628687500000, 1
0.151110500000000, 0
0.151526062500000, 1
0.152769937500000, 0
0.153185250000000, 1
0.154403375000000, 0
0.154844437500000, 1
0.155303062500000, 0
0.155741750000000, 1
0.156202562500000, 0
0.156639125000000, 1
0.157861812500000, 0
0.158298250000000, 1
0.159525375000000, 0
0.159967812500000, 1
0.161185125000000, 0
0.161626937500000, 1
0.162844875000000, 0
0.163286125000000, 1
0.163744562500000, 0
0.164183500000000, 1
0.164644125000000, 0
0.165080875000000, 1
0.166303437500000, 0
0.166740000000000, 1
0.167963062500000, 0
0.168399125000000, 1
0.168862750000000, 0
0.169307062500000, 1
0.169766312500000, 0
0.170204375000000, 1
0.170665625000000, 0
0.171101750000000, 1
0.172324937500000, 0
0.172760875000000, 1
0.173224562500000, 0
0.173668750000000, 1
0.174124000000000, 0
0.174566187500000, 1
0.175783312500000, 0
0.176225375000000, 1
0.176682937500000, 0
0.177122750000000, 1
0.177582375000000, 0
0.178020062500000, 1
0.179245625000000, 0
0.179689625000000, 1
0.180905187500000, 0
0.181348750000000, 1
0.181804937500000, 0
0.182246250000000, 1
0.183464375000000, 0
0.183905437500000, 1
0.185124000000000, 0
0.185564625000000, 1
0.186023687500000, 0
0.186462000000000, 1
0.187683187500000, 0
0.188121062500000, 1
0.189342812500000, 0
0.189780125000000, 1
0.190246562500000, 0
0.190688000000000, 1
0.191906000000000, 0
0.192347250000000, 1
0.193565625000000, 0
0.194006437500000, 1
0.194465375000000, 0
0.194903750000000, 1
0.195364937500000, 0
0.195801187500000, 1
0.197024187500000, 0
0.197460250000000, 1
0.197923875000000, 0
0.198368187500000, 1
0.198823312500000, 0
0.199265625000000, 1
0.199752625000000, 0
0.200163125000000, 1
0.200626000000000, 0
0.201060562500000, 1
0.201525312500000, 0
0.201968437500000, 1
0.203184625000000, 0
0.203627562500000, 1
0.204844125000000, 0
0.205286750000000, 1
0.205743812500000, 0
0.206184125000000, 1
0.207403187500000, 0
0.207843250000000, 1
0.209062875000000, 0
0.209502312500000, 1
0.210726625000000, 0
0.211161562500000, 1
0.211626312500000, 0
0.212069437500000, 1
0.212525875000000, 0
0.212967000000000, 1
0.214185187500000, 0
0.214626187500000, 1
0.215844812500000, 0
0.216285375000000, 1
0.217504500000000, 0
0.217944562500000, 1
0.218404250000000, 0
0.218841875000000, 1
0.220063687500000, 0
0.220500937500000, 1
0.220967375000000, 0
0.221408937500000, 1
0.222626750000000, 0
0.223068125000000, 1
0.224286437500000, 0
0.224727312500000, 1
0.225186125000000, 0
0.225624687500000, 1
0.226111687500000, 0
0.226522125000000, 1
0.226985062500000, 0
0.227419562500000, 1
0.228644312500000, 0
0.229078687500000, 1
0.229543937500000, 0
0.229986500000000, 1
0.231207250000000, 0
0.231645562500000, 1
0.232106937500000, 0
0.232574187500000, 1
0.233006437500000, 0
0.233471625000000, 1
0.233905812500000, 0
0.234369062500000, 1
0.234805125000000, 0
0.235277000000000, 1
0.235730375000000, 0
0.236174500000000, 1
0.236603750000000, 0
0.237071875000000, 1
0.237503062500000, 0
0.237969312500000, 1
0.238406375000000, 0
0.238877250000000, 1
0.240065687500000, 0
0.240536250000000, 1
0.241725125000000, 0
0.242195375000000, 1
0.243384812500000, 0
0.243854437500000, 1
0.245044562500000, 0
0.245513500000000, 1
0.246704312500000, 0
0.247172437500000, 1
0.248364062500000, 0
0.248831500000000, 1
0.250023812500000, 0
0.250490500000000, 1
0.251687625000000, 0
0.252160125000000, 1
0.252587312500000, 0
0.253057500000000, 1
0.253486937500000, 0
0.253954875000000, 1
0.254386312500000, 0
0.254852375000000, 1
0.255285625000000, 0
0.255749750000000, 1
0.256184937500000, 0
0.256647187500000, 1
0.257084250000000, 0
0.257555000000000, 1
0.257983500000000, 0
0.258452375000000, 1
0.258886812500000, 0
0.259349750000000, 1
0.260546187500000, 0
0.261008875000000, 1
0.262205625000000, 0
0.262678500000000, 1
0.263865312500000, 0
0.264337750000000, 1
0.265525062500000, 0
0.265996812500000, 1
0.267184812500000, 0
0.267655937500000, 1
0.268844562500000, 0
0.269315062500000, 1
0.270504375000000, 0
0.270974125000000, 1
0.272168125000000, 0
0.272633312500000, 1
0.273067812500000, 0
0.273530750000000, 1
0.273967375000000, 0
0.274438625000000, 1
0.274866750000000, 0
0.275335937500000, 1
0.275766062500000, 0
0.276233312500000, 1
0.276691312500000, 0
0.277130687500000, 1
0.277564687500000, 0
0.278028187500000, 1
0.278464000000000, 0
0.278936000000000, 1
0.279367312500000, 0
0.279833437500000, 1
0.281026687500000, 0
0.281492625000000, 1
0.282686187500000, 0
0.283151750000000, 1
0.284345812500000, 0
0.284810875000000, 1
0.286005562500000, 0
0.286470062500000, 1
0.287665375000000, 0
0.288129187500000, 1
0.289325125000000, 0
0.289788375000000, 1
0.290984875000000, 0
0.291458000000000, 1
0.292648625000000, 0
0.293117000000000, 1
0.293548312500000, 0
0.294014437500000, 1
0.294447875000000, 0
0.294911875000000, 1
0.295347250000000, 0
0.295809375000000, 1
0.296246562500000, 0
0.296717250000000, 1
0.297145875000000, 0
0.297614500000000, 1
0.298045187500000, 0
0.298511875000000, 1
0.298944500000000, 0
